Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
550099,"God, Country, Notre Dame: The Autobiography of Theodore M. Hesburgh",Theodore M. Hesburgh,"Hesburgh, Theodore M.",,"=""0268010382""","=""9780268010386""",5,4.39,University of Notre Dame Press,Hardcover,360,2000,1990,,2013/03/20,,,read,,,,1,,,0,,,,,
11125,Digital Fortress,Dan Brown,"Brown, Dan",,"=""""","=""""",3,3.66,Corgi books,Paperback,510,2004,1998,,2013/03/20,,,read,,,,1,,,0,,,,,
976,Deception Point,Dan Brown,"Brown, Dan",,"=""0671027387""","=""9780671027384""",3,3.72,Pocket Books,Mass Market Paperback,556,2002,2001,,2013/03/20,,,read,,,,1,,,0,,,,,
578587,"Angels and Demons (Robert Langdon, #1)",Dan Brown,"Brown, Dan",,"=""0552150738""","=""9780552150736""",3,3.90,Corgi Books,Mass Market Paperback,620,2001,2000,,2013/03/20,,,read,,,,1,,,0,,,,,
37415,Their Eyes Were Watching God,Zora Neale Hurston,"Hurston, Zora Neale",,"=""0061120065""","=""9780061120060""",3,3.94,Amistad,Paperback,219,2006,1937,,2013/03/20,,,read,,,,1,,,0,,,,,
586472,The Right Stuff,Tom Wolfe,"Wolfe, Tom",,"=""0553381350""","=""9780553381351""",4,4.23,Bantam,Paperback,352,2001,1979,,2013/03/20,,,read,,,,1,,,0,,,,,
6288,The Road,Cormac McCarthy,"McCarthy, Cormac",,"=""0307265439""","=""9780307265432""",4,3.97,Alfred A. Knopf,Hardcover,241,2006,2006,,2013/03/20,,,read,,,,1,,,0,,,,,
1911,The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,"Friedman, Thomas L.",,"=""0374292795""","=""9780374292799""",4,3.69,"Farrar, Straus and Giroux (NY)",Hardcover,593,2006,2005,,2013/03/20,,,read,,,,1,,,0,,,,,
1420,Hamlet,William Shakespeare,"Shakespeare, William","Harold Bloom, Rex Gibson","=""0521618746""","=""9780521618748""",5,4.02,Cambridge University Press,Paperback,289,2005,1603,,2013/03/20,,,read,,,,1,,,0,,,,,
259798,Stages of Faith: The Psychology of Human Development,James W. Fowler,"Fowler, James W.",,"=""0060628669""","=""9780060628666""",4,4.03,HarperOne,Paperback,352,1995,1981,,2013/03/20,,,read,,,,1,,,0,,,,,
43641,Water for Elephants,Sara Gruen,"Gruen, Sara",,"=""1565125606""","=""9781565125605""",4,4.09,Algonquin Books,Paperback,335,2007,2006,,2013/03/20,,,read,,,,1,,,0,,,,,
27037,Confessions,Augustine of Hippo,"Hippo, Augustine of","Henry Chadwick, Albert Cook Outler","=""0192833723""","=""9780192833723""",4,3.92,Oxford University Press,Paperback,341,1998,400,,2013/03/20,,,read,,,,1,,,0,,,,,
4381,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",Alfredo Crespo,"=""0307347974""","=""9780307347978""",3,3.99,DeBolsillo,Mass Market Paperback,175,2004,1953,,2013/03/20,,,read,,,,1,,,0,,,,,
236405,"Reasons to Believe: How to Understand, Explain, and Defend the Catholic Faith",Scott Hahn,"Hahn, Scott",,"=""0385509359""","=""9780385509350""",4,4.18,Image,Hardcover,227,2007,2007,,2013/03/20,,,read,,,,1,,,0,,,,,
2932540,United States Catholic Catechism for Adults,United States Conference of Catholic Bishops,"Bishops, United States Conference of Catholic",,"=""1574554506""","=""9781574554502""",4,4.33,USCCB Publishing,,664,2006,2006,,2013/03/20,,,read,,,,1,,,0,,,,,
28883,The Lamb's Supper: The Mass as Heaven on Earth,Scott Hahn,"Hahn, Scott",Benedict J. Groeschel,"=""0385496591""","=""9780385496599""",4,4.40,Image,Hardcover,192,1999,1999,,2013/03/20,,,read,,,,1,,,0,,,,,
49221,A Grief Observed,C.S. Lewis,"Lewis, C.S.",,"=""0060652381""","=""9780060652388""",3,4.19,HarperOne,Paperback,112,2015,1961,,2013/03/20,,,read,,,,1,,,0,,,,,
403098,A Man for All Seasons,Robert Bolt,"Bolt, Robert",,"=""0679728228""","=""9780679728221""",4,3.92,Vintage,Paperback,192,1990,1960,,2013/03/20,,,read,,,,1,,,0,,,,,
3869,A Brief History of Time,Stephen Hawking,"Hawking, Stephen",,"=""0553380168""","=""9780553380163""",4,4.18,Bantam Books,Paperback,212,1998,1988,,2013/03/20,,,read,,,,1,,,0,,,,,
24623,The Golden Sayings of Epictetus,Epictetus,"Epictetus, Epictetus",,"=""1426400659""","=""9781426400650""",4,3.96,BiblioLife,Paperback,96,2007,2004,,2013/03/20,,,read,,,,1,,,0,,,,,
34760,All I Really Need to Know I Learned in Kindergarten,Robert Fulghum,"Fulghum, Robert",,"=""034546639X""","=""9780345466396""",4,4.03,Ballantine Books,Paperback,240,2004,1988,,2013/03/20,,,read,,,,1,,,0,,,,,
4806,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel,"Sobel, Dava",Neil Armstrong,"=""0802714625""","=""9780802714626""",3,3.95,Walker Books,Hardcover,192,2005,1995,,2013/03/20,,,read,,,,1,,,0,,,,,
24,In a Sunburned Country,Bill Bryson,"Bryson, Bill",,"=""0767903862""","=""9780767903868""",4,4.07,Broadway Books,Paperback,335,2001,2000,,2013/03/20,,,read,,,,1,,,0,,,,,
9534,"Shadow of the Hegemon (The Shadow Series, #2)",Orson Scott Card,"Card, Orson Scott",,"=""0812565959""","=""9780812565959""",4,3.95,Tor Books,Mass Market Paperback,451,2001,2000,,2013/03/20,,,read,,,,1,,,0,,,,,
3400028,Evangelium Vitae: Valore E Inviolabilita Della Vita Umana: Lettera Enciclica,The Catholic Church,"Church, The Catholic",,"=""8838423652""","=""9788838423659""",3,3.78,Piemme,Hardcover,192,,,,2013/03/20,,,read,,,,1,,,0,,,,,
6061718,The Male Brain,Louann Brizendine,"Brizendine, Louann",,"=""0767927532""","=""9780767927536""",2,3.77,Harmony,Hardcover,271,2010,2009,,2013/03/20,,,read,,,,1,,,0,,,,,
23968,The Female Brain,Louann Brizendine,"Brizendine, Louann",,"=""0767920090""","=""9780767920094""",2,3.83,Morgan Road Books,Hardcover,304,2006,2006,,2013/03/20,,,read,,,,1,,,0,,,,,
549747,"If You Really Loved Me: 101 Questions on Dating, Relationships, and Sexual Purity",Jason Evert,"Evert, Jason",,"=""1569553696""","=""9781569553695""",3,4.25,Charis Books,Paperback,231,2003,2003,,2013/03/20,,,read,,,,1,,,0,,,,,
9643389,Why Choose the Liberal Arts?,Mark William Roche,"Roche, Mark William",,"=""026804032X""","=""9780268040321""",5,3.82,University of Notre Dame Press,Paperback,184,2010,2010,,2013/03/20,,,read,,,,1,,,0,,,,,
1820539,"Turning Point: The Inside Story Of The Papal Birth Control Commission, And How Humanae Vitae Changed The Life Of Patty Crowley And The Future Of The Church",Robert McClory,"McClory, Robert",,"=""0824514580""","=""9780824514587""",4,4.06,,,,,1997,,2013/03/20,,,read,,,,1,,,0,,,,,
162816,What the CEO Wants You to Know: Using Business Acumen to Understand How Your Company Really Works,Ram Charan,"Charan, Ram",,"=""0609608398""","=""9780609608395""",3,3.90,Crown Business,Hardcover,144,2001,2001,,2013/03/20,,,read,,,,1,,,0,,,,,
4628580,The Elements of Aircraft Preliminary Design,Roger D. Schaufele,"Schaufele, Roger D.",,"=""0970198604""","=""9780970198600""",4,3.33,Aries,Unknown Binding,356,2003,2000,,2013/03/20,,,read,,,,1,,,0,,,,,
6365692,Design of Aircraft,Thomas C. Corke,"Corke, Thomas C.",,"=""0130892343""","=""9780130892348""",3,4.28,Pearson,Paperback,391,2002,2002,,2013/03/20,,,read,,,,1,,,0,,,,,
1591969,East To The Dawn: The Life Of Amelia Earhart,Susan Butler,"Butler, Susan",,"=""0201311445""","=""9780201311440""",3,3.89,Da Capo Press,Hardcover,512,1997,1997,,2013/03/20,,,read,,,,1,,,0,,,,,
4667024,The Help,Kathryn Stockett,"Stockett, Kathryn",,"=""""","=""""",4,4.46,Amy Einhorn Books/G.P. Putnam's Sons,Hardcover,451,2009,2009,,2013/03/20,,,read,,,,1,,,0,,,,,
1852,The Call of the Wild,Jack London,"London, Jack",Avi,"=""0439227143""","=""9780439227148""",3,3.87,Scholastic,Mass Market Paperback,172,2001,1903,,2013/03/20,,,read,,,,1,,,0,,,,,
747746,The Curious Case of Benjamin Button,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""1416556052""","=""9781416556053""",3,3.55,Scribner,Paperback,64,2007,1922,,2013/03/20,,,read,,,,1,,,0,,,,,
16690,The Moon Is a Harsh Mistress,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0340837942""","=""9780340837948""",4,4.15,Hodder & Stoughton,Paperback,288,2005,1966,,2013/03/20,,,read,,,,1,,,0,,,,,
5168,Where the Heart Is,Billie Letts,"Letts, Billie",,"=""0446672211""","=""9780446672214""",4,4.02,Grand Central Publishing,Paperback,376,1998,1995,,2013/03/20,,,read,,,,1,,,0,,,,,
273685,The Short Happy Life of Francis Macomber and Other Stories,Ernest Hemingway,"Hemingway, Ernest",,"=""3125773806""","=""9783125773806""",3,4.05,Klett,Paperback,72,1999,1936,,2013/03/20,,,read,,,,1,,,0,,,,,
4645,The Snows of Kilimanjaro and Other Stories,Ernest Hemingway,"Hemingway, Ernest",,"=""0684862212""","=""9780684862217""",3,3.87,Scribner,Hardcover,144,1999,1961,,2013/03/20,,,read,,,,1,,,0,,,,,
81959,As a Man Thinketh,James Allen,"Allen, James",,"=""1585425648""","=""9781585425648""",3,4.28,TarcherPerigee,Hardcover,80,2006,1902,,2013/03/20,,,read,,,,1,,,0,,,,,
2052922,Handbook of Model Rocketry,G. Harry Stine,"Stine, G. Harry",,"=""0471593613""","=""9780471593614""",3,4.25,Wiley,Paperback,368,1994,1970,,2013/03/20,,,read,,,,1,,,0,,,,,
736376,Breakfast with Buddha,Roland Merullo,"Merullo, Roland",,"=""1565125525""","=""9781565125520""",5,3.82,Algonquin Books,Hardcover,323,2007,2007,,2013/03/20,,,read,,,,1,,,0,,,,,
407417,"Doing the Truth in Love: Conversations about God, Relationships and Service",Michael J. Himes,"Himes, Michael J.","Jan Pilarski, Don McNeill","=""0809135841""","=""9780809135844""",4,4.47,Paulist Press,Paperback,160,1995,1995,,2013/03/20,,,read,,,,1,,,0,,,,,
8701960,"The Information: A History, a Theory, a Flood",James Gleick,"Gleick, James",,"=""0375423729""","=""9780375423727""",4,4.01,Knopf Doubleday Publishing Group,Hardcover,527,2011,2011,,2013/03/20,,,read,,,,1,,,0,,,,,
999644,Life's Greatest Lessons: 20 Things That Matter,Hal Urban,"Urban, Hal",,"=""074323782X""","=""9780743237826""",4,4.20,Fireside,Paperback,167,2003,1992,,2013/03/20,,,read,,,,1,,,0,,,,,
37435,The Secret Life of Bees,Sue Monk Kidd,"Kidd, Sue Monk",,"=""0142001740""","=""9780142001745""",4,4.06,Penguin Books,Paperback,302,2003,2001,,2013/03/20,,,read,,,,1,,,0,,,,,
9484114,The Happiness Advantage: The Seven Principles of Positive Psychology That Fuel Success and Performance at Work,Shawn Achor,"Achor, Shawn",,"=""0307591565""","=""9780307591562""",3,4.18,Crown Business,ebook,272,2010,2010,,2013/03/20,,,read,,,,1,,,0,,,,,
3032499,The Truth about Confident Presenting,James O'Rourke,"O'Rourke, James",,"=""0132354969""","=""9780132354967""",3,3.05,FT Press,Paperback,209,2008,2008,,2013/03/20,,,read,,,,1,,,0,,,,,
583766,An Introduction to General Systems Thinking,Gerald M. Weinberg,"Weinberg, Gerald M.",,"=""0932633498""","=""9780932633491""",4,3.98,"Dorset House Publishing Co Inc.,U.S.",Paperback,279,2001,1975,,2013/03/20,,,read,,,,1,,,0,,,,,
7875674,Frugal Cool: How to Get Rich--Without Making Very Much Money,John F. Gaski,"Gaski, John F.",,"=""""","=""""",3,4.00,Corby Books,,203,2009,2009,,2013/03/20,,,read,,,,1,,,0,,,,,
1203186,The Existential Pleasures of Engineering,Samuel C. Florman,"Florman, Samuel C.",,"=""0312141041""","=""9780312141042""",3,3.54,St. Martin's Griffin,Paperback,224,1996,1976,,2013/03/20,,,read,,,,1,,,0,,,,,
37860,The Ethics of Authenticity,Charles Taylor,"Taylor, Charles",,"=""0674268636""","=""9780674268630""",3,3.89,Harvard University Press,Hardcover,152,1992,1991,,2013/03/20,,,read,,,,1,,,0,,,,,
6148028,"Catching Fire (The Hunger Games, #2)",Suzanne Collins,"Collins, Suzanne",,"=""0439023491""","=""9780439023498""",3,4.29,Scholastic Press,Hardcover,391,2009,2009,,2013/03/20,,,read,,,,1,,,0,,,,,
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",3,4.33,Scholastic Press,Hardcover,374,2008,2008,,2013/03/20,,,read,,,,1,,,0,,,,,
7260188,"Mockingjay (The Hunger Games, #3)",Suzanne Collins,"Collins, Suzanne","Elizabeth B. Parisi, Tim O'Brien","=""0439023513""","=""9780439023511""",3,4.04,Scholastic Press,Hardcover,390,2010,2010,,2013/03/20,,,read,,,,1,,,0,,,,,
536151,Flying to the Moon: An Astronaut's Story,Michael  Collins,"Collins, Michael",,"=""0374423563""","=""9780374423568""",3,4.08,"Farrar, Straus and Giroux (BYR)",Paperback,192,1994,1976,,2013/03/20,,,read,,,,1,,,0,,,,,
271494,Remaking the World: Adventures in Engineering,Henry Petroski,"Petroski, Henry",,"=""0375700242""","=""9780375700248""",3,3.67,Vintage,Paperback,256,1998,1997,,2013/03/20,,,read,,,,1,,,0,,,,,
614296,Warmth Disperses and Time Passes: The History of Heat,Hans Christian Von Baeyer,"Baeyer, Hans Christian Von",,"=""0375753729""","=""9780375753725""",3,3.83,Modern Library,Paperback,240,1999,1998,,2013/03/20,,,read,,,,1,,,0,,,,,
332138,After Virtue: A Study in Moral Theory,Alasdair MacIntyre,"MacIntyre, Alasdair",,"=""0268006113""","=""9780268006112""",4,4.17,University of Notre Dame Press,Paperback,304,1984,1982,,2013/03/20,,,read,,,,1,,,0,,,,,
164154,"A Canticle for Leibowitz (St. Leibowitz, #1)",Walter M. Miller Jr.,"Jr., Walter M. Miller",Mary Doria Russell,"=""0060892994""","=""9780060892999""",5,3.97,HarperCollins EOS,Paperback,334,2006,1959,,2013/03/20,,,read,,,,1,,,0,,,,,
218247,The Secret of Apollo: Systems Management in American and European Space Programs,Stephen B. Johnson,"Johnson, Stephen B.",,"=""0801885426""","=""9780801885426""",3,3.55,Johns Hopkins University Press,Paperback,312,2006,2002,,2013/03/20,,,read,,,,1,,,0,,,,,
6900,Tuesdays with Morrie,Mitch Albom,"Albom, Mitch",,"=""0751529818""","=""9780751529814""",5,4.11,Warner,Paperback,210,2000,1997,,2013/03/20,,,read,,,,1,,,0,,,,,
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0439358078""","=""9780439358071""",4,4.50,Scholastic Inc.,Paperback,870,2004,2003,,2013/03/20,,,read,,,,1,,,0,,,,,
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0439064864""","=""9780439064866""",3,4.43,Arthur A. Levine Books / Scholastic Inc.,Hardcover,341,1999,1998,,2013/03/20,,,read,,,,1,,,0,,,,,
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",5,4.56,Scholastic,Paperback,734,2002,2000,,2013/03/20,,,read,,,,1,,,0,,,,,
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,"=""0545010225""","=""9780545010221""",5,4.62,Arthur A. Levine Books / Scholastic Inc.,Hardcover,759,2007,2007,,2013/03/20,,,read,,,,1,,,0,,,,,
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",5,4.47,Scholastic Inc,Hardcover,309,2003,1997,,2013/03/20,,,read,,,,1,,,0,,,,,
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",5,4.57,Scholastic Inc.,Mass Market Paperback,435,2004,1999,,2013/03/20,,,read,,,,1,,,0,,,,,
1381,The Odyssey,Homer,"Homer, Homer","Robert Fagles, Bernard Knox","=""0143039954""","=""9780143039952""",4,3.77,Penguin Classics ,Paperback,541,2006,-700,,2013/03/20,,,read,,,,1,,,0,,,,,
2165,The Old Man and the Sea,Ernest Hemingway,"Hemingway, Ernest",,"=""0684830493""","=""9780684830490""",3,3.78,Scribner,Hardcover,96,1996,1952,,2013/03/20,,,read,,,,1,,,0,,,,,
16304,"Murder on the Orient Express (Hercule Poirot, #10)",Agatha Christie,"Christie, Agatha",,"=""0425200450""","=""9780425200452""",3,4.17,Berkley,Paperback,322,2004,1934,,2013/03/20,,,read,,,,1,,,0,,,,,
3636,"The Giver (The Giver, #1)",Lois Lowry,"Lowry, Lois",,"=""0385732554""","=""9780385732550""",3,4.13,Ember,Paperback,208,2006,1993,,2013/03/20,,,read,,,,1,,,0,,,,,
9532,"Ender's Shadow (The Shadow Series, #1)",Orson Scott Card,"Card, Orson Scott",,"=""0765342405""","=""9780765342409""",4,4.30,Starscape,Paperback,469,2002,1999,,2013/03/20,,,read,,,,1,,,0,,,,,
6393082,"Ender's Game, Volume 1: Battle School (Ender's Saga)",Christopher Yost,"Yost, Christopher","Orson Scott Card, Pasqual Ferry, Frank D'Armata","=""0785135804""","=""9780785135807""",0,4.40,Marvel,Hardcover,128,2009,2009,,2013/03/20,to-read,to-read (#12),to-read,,,,0,,,0,,,,,
7025086,"Ender's Game, Volume 2: Command School",Christopher Yost,"Yost, Christopher","Pasqual Ferry, Orson Scott Card","=""0785135820""","=""9780785135821""",0,4.60,Marvel,Hardcover,128,2010,2010,,2013/03/20,to-read,to-read (#11),to-read,,,,0,,,0,,,,,
375802,"Ender's Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott","Stefan Rudnicki, Harlan Ellison","=""0812550706""","=""9780812550702""",5,4.30,Macmillan Audio,Audiobook,324,2004,1985,,2013/03/20,,,read,,,,1,,,0,,,,,
47281,Number the Stars,Lois Lowry,"Lowry, Lois",,"=""0440227534""","=""9780440227533""",3,4.15,Laurel Leaf,Mass Market Paperback,137,1998,1989,,2013/03/20,,,read,,,,1,,,0,,,,,
6314075,Dambusters Raid: The Most Audacious Bombing Raid of the Second World War,John Sweetman,"Sweetman, John",,"=""0304351733""","=""9780304351732""",3,3.88,Cassell,Paperback,314,2005,1982,,2013/03/20,,,read,,,,1,,,0,,,,,
4414692,The Small Back Room,Nigel Balchin,"Balchin, Nigel",,"=""0304356948""","=""9780304356942""",3,3.81,Cassell,Paperback,192,2001,1943,,2013/03/20,,,read,,,,1,,,0,,,,,
594391,Goshawk Squadron,Derek Robinson,"Robinson, Derek",,"=""1845291727""","=""9781845291723""",3,4.10,Robinson Publishing,Paperback,240,2005,1971,,2013/03/20,,,read,,,,1,,,0,,,,,
233818,Island of the Blue Dolphins,Scott O'Dell,"O'Dell, Scott",,"=""0440439884""","=""9780440439882""",3,3.84,Yearling Books,Paperback,184,1971,1960,,2013/03/20,,,read,,,,1,,,0,,,,,
10365,Where the Red Fern Grows,Wilson Rawls,"Rawls, Wilson",,"=""0375806814""","=""9780375806810""",4,4.08,Yearling,Mass Market Paperback,272,2000,1961,,2013/03/20,,,read,,,,1,,,0,,,,,
2932,Robinson Crusoe (Robinson Crusoe #1),Daniel Defoe,"Defoe, Daniel",Virginia Woolf,"=""""","=""""",3,3.68,Modern Library,Paperback,320,2001,1719,,2013/03/20,,,read,,,,1,,,0,,,,,
2956,The Adventures of Huckleberry Finn,Mark Twain,"Twain, Mark","Guy Cardwell, John Seelye, Walter Trier","=""0142437174""","=""9780142437179""",4,3.82,Penguin Classics,Paperback,327,2002,1884,,2013/03/20,,,read,,,,1,,,0,,,,,
8732,The Red Pony,John Steinbeck,"Steinbeck, John",,"=""""","=""9780141962825""",3,3.45,Puffin,Paperback,95,2011,1937,,2013/03/20,,,read,,,,1,,,0,,,,,
5308,The Pearl,John Steinbeck,"Steinbeck, John",,"=""0142000698""","=""9780142000694""",4,3.48,Penguin Books,Paperback,96,2002,1947,,2013/03/20,,,read,,,,1,,,0,,,,,
890,Of Mice and Men,John Steinbeck,"Steinbeck, John",,"=""0142000671""","=""9780142000670""",4,3.88,Penguin Books,Paperback,103,2002,1937,,2013/03/20,,,read,,,,1,,,0,,,,,
207153,"Shiloh (Shiloh, #1)",Phyllis Reynolds Naylor,"Naylor, Phyllis Reynolds",,"=""0689862229""","=""9780689862229""",4,3.94,Aladdin Paperbacks,Paperback,145,2003,1991,,2013/03/20,,,read,,,,1,,,0,,,,,
2701652,Voyager,Jeana Yeager,"Yeager, Jeana","Phil Patton, Dick Rutan","=""0394552660""","=""9780394552668""",3,3.94,Knopf,Hardcover,337,1987,1987,,2013/03/20,,,read,,,,1,,,0,,,,,
38709,"Holes (Holes, #1)",Louis Sachar,"Sachar, Louis",김영선,"=""0439244196""","=""9780439244190""",4,3.97,Scholastic,Paperback,233,2000,1998,,2013/03/20,,,read,,,,1,,,0,,,,,
50,"Hatchet (Brian's Saga, #1)",Gary Paulsen,"Paulsen, Gary",,"=""0689840926""","=""9780689840920""",4,3.73,Atheneum Books for Young Readers: Richard Jackson Books,Hardcover,208,2000,1987,,2013/03/20,,,read,,,,1,,,0,,,,,
968,"The Da Vinci Code (Robert Langdon, #2)",Dan Brown,"Brown, Dan",,"=""""","=""""",0,3.86,Anchor,Paperback,489,2006,2003,,2013/03/20,to-read,to-read (#9),to-read,,,,0,,,0,,,,,
19543,Where the Wild Things Are,Maurice Sendak,"Sendak, Maurice",,"=""0099408392""","=""9780099408390""",4,4.22,Red Fox,Paperback,37,2000,1963,,2013/03/20,,,read,,,,1,,,0,,,,,
2520,In the Name of Jesus: Reflections on Christian Leadership,Henri J.M. Nouwen,"Nouwen, Henri J.M.",,"=""0824512596""","=""9780824512590""",3,4.27,Crossroad,Paperback,120,1992,1989,,2013/03/20,,,read,,,,1,,,0,,,,,
464415,A Concise Guide to Macroeconomics,David A. Moss,"Moss, David A.",,"=""1422101797""","=""9781422101797""",3,4.02,Harvard Business Review Press,Hardcover,208,2007,2007,,2013/03/20,,,read,,,,1,,,0,,,,,
1094500,In the School of the Holy Spirit,Jacques Philippe,"Philippe, Jacques",Helena Scott,"=""1594170533""","=""9781594170539""",4,4.63,Scepter Publishers,Paperback,144,2007,1995,,2013/03/20,,,read,,,,1,,,0,,,,,
82405,Jesus of Nazareth: From the Baptism in the Jordan to the Transfiguration,Benedict XVI,"XVI, Benedict",Adrian J.  Walker,"=""0385523416""","=""9780385523417""",0,4.39,Image,Hardcover,400,2007,2007,,2013/03/20,to-read,to-read (#8),to-read,,,,0,,,0,,,,,
173384,Thoughts in Solitude,Thomas Merton,"Merton, Thomas",,"=""0374513252""","=""9780374513252""",5,3.95,"Farrar, Straus and Giroux",Paperback,144,1999,1956,,2013/03/20,,,read,,,,1,,,0,,,,,
3836,Don Quixote,Miguel de Cervantes Saavedra,"Saavedra, Miguel de Cervantes","John Rutherford, Roberto González Echevarría","=""0142437239""","=""9780142437230""",0,3.88,Penguin Books,Paperback,1023,2003,1605,,2013/03/20,to-read,to-read (#7),to-read,,,,0,,,0,,,,,
163362,My Life with the Saints,James     Martin,"Martin, James",,"=""0829420010""","=""9780829420012""",5,4.17,Loyola Press,Hardcover,432,2006,2006,,2013/03/20,,,read,,,,1,,,0,,,,,
10235,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, a Man Who Would Cure the World",Tracy Kidder,"Kidder, Tracy",,"=""0812973011""","=""9780812973013""",5,4.19,Random House Trade,Paperback,333,2004,2003,,2013/03/20,,,read,,,,1,,,0,,,,,
11149378,The Education of Millionaires: It's Not What You Think and It's Not Too Late,Michael Ellsberg,"Ellsberg, Michael",,"=""1591844207""","=""9781591844204""",4,4.00,Portfolio,Hardcover,258,2011,2011,,2013/03/20,,,read,,,,1,,,0,,,,,
1842,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,"Diamond, Jared",,"=""0739467352""","=""9780739467350""",4,4.03,W.W. Norton & Company,Paperback,425,2005,1997,,2013/03/20,,,read,,,,1,,,0,,,,,
10887,Kissinger,Walter Isaacson,"Isaacson, Walter",,"=""0743286979""","=""9780743286978""",0,3.95,Simon  Schuster,Paperback,896,2005,1992,,2013/03/20,to-read,to-read (#5),to-read,,,,0,,,0,,,,,
3431,The Five People You Meet in Heaven,Mitch Albom,"Albom, Mitch",,"=""1401308589""","=""9781401308582""",5,3.94,Hyperion,Paperback,196,2003,2003,,2013/03/20,,,read,,,,1,,,0,,,,,
11149,The Screwtape Letters,C.S. Lewis,"Lewis, C.S.",,"=""0060652896""","=""9780060652890""",4,4.22,HarperCollins,Hardcover,224,2001,1942,,2013/03/20,,,read,,,,1,,,0,,,,,
865,The Alchemist,Paulo Coelho,"Coelho, Paulo",Alan R. Clarke,"=""0061122416""","=""9780061122415""",5,3.88,HarperCollins,Paperback,197,1993,1988,,2013/03/20,,,read,,,,1,,,0,,,,,
100915,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,"Lewis, C.S.",,"=""""","=""""",0,4.22,HarperCollins Publishers,Paperback,206,2005,1950,,2013/03/20,to-read,to-read (#4),to-read,,,,0,,,0,,,,,
347852,"The Road Less Traveled: A New Psychology of Love, Traditional Values and Spiritual Growth",M. Scott Peck,"Peck, M. Scott",,"=""0671250671""","=""9780671250676""",3,4.06,Simon & Schuster,Paperback,320,1978,1978,,2013/03/20,,,read,,,,1,,,0,,,,,
4214,Life of Pi,Yann Martel,"Martel, Yann",,"=""0770430074""","=""9780770430078""",4,3.91,Seal Books,Paperback,460,2006,2001,,2013/03/20,,,read,,,,1,,,0,,,,,
1274,"Men Are from Mars, Women Are from Venus",John Gray,"Gray, John",,"=""0060574216""","=""9780060574215""",3,3.56,Harper Paperbacks,Paperback,368,2012,1992,,2013/03/20,,,read,,,,1,,,0,,,,,
4069,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade, Isle Lasch","=""080701429X""","=""9780807014295""",5,4.36,Beacon Press,Paperback,165,2006,1946,,2013/03/20,,,read,,,,1,,,0,,,,,
662,Atlas Shrugged,Ayn Rand,"Rand, Ayn",Leonard Peikoff,"=""0452011876""","=""9780452011878""",0,3.69,Plume,Paperback,1168,1999,1957,,2013/03/20,to-read,to-read (#3),to-read,,,,0,,,0,,,,,
2122,The Fountainhead,Ayn Rand,"Rand, Ayn",Leonard Peikoff,"=""0451191153""","=""9780451191151""",5,3.87,Signet Book,Mass Market Paperback,704,1996,1943,,2013/03/20,,,read,,,,1,,,0,,,,,
8852,Macbeth,William Shakespeare,"Shakespeare, William",,"=""0743477103""","=""9780743477109""",4,3.90,Simon  Schuster,Paperback,249,2013,1606,,2013/03/20,,,read,,,,1,,,0,,,,,
24280,Les Misérables,Victor Hugo,"Hugo, Victor","Lee Fahnestock, Norman MacAfee","=""""","=""""",0,4.18,Signet Classics,Mass Market Paperback,1463,1987,1862,,2013/03/20,to-read,to-read (#2),to-read,,,,0,,,0,,,,,
